nameseq,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,label
NZ_CP072646.1/2454700-2454655,0.14488544505693662,0.14492709051180558,0.14492753593720134,0.1449275362182736,0.14492753623097052,0.14492753623080526,0.14492753623060486,0.1449275362303607,0.14492753623006166,0.14492753622969348,0.14492753622923762,0.1449275362286698,0.1449275362279581,0.1449275362270601,0.14492753622591897,0.14492753622445806,0.14492753622257268,0.14492753622011872,0.1449275362168955,0.1449275362126203,0.1449275362068901,0.14492753619912246,0.1449275361884637,0.14492753617364307,sRNA
NZ_CP072646.1/1259459-1259504,0.14490204779014687,0.1449274703684378,0.14492753602926223,0.1449275362182736,0.14492753623097052,0.14492753623080526,0.14492753623060486,0.1449275362303607,0.14492753623006166,0.14492753622969348,0.14492753622923762,0.1449275362286698,0.1449275362279581,0.1449275362270601,0.14492753622591897,0.14492753622445806,0.14492753622257268,0.14492753622011872,0.1449275362168955,0.1449275362126203,0.1449275362068901,0.14492753619912246,0.1449275361884637,0.14492753617364307,sRNA
NZ_CP072646.1/1259581-1259536,0.14489913372522037,0.14492752204125672,0.14492753620624907,0.14492753622255153,0.14492753623097052,0.14492753623080526,0.14492753623060486,0.1449275362303607,0.14492753623006166,0.14492753622969348,0.14492753622923762,0.1449275362286698,0.1449275362279581,0.1449275362270601,0.14492753622591897,0.14492753622445806,0.14492753622257268,0.14492753622011872,0.1449275362168955,0.1449275362126203,0.1449275362068901,0.14492753619912246,0.1449275361884637,0.14492753617364307,sRNA
NZ_CP072646.1/2349607-2349652,0.14490204779014687,0.1449274739081012,0.14492753612132314,0.14492753622255153,0.14492753623097052,0.14492753623080526,0.14492753623060486,0.1449275362303607,0.14492753623006166,0.14492753622969348,0.14492753622923762,0.1449275362286698,0.1449275362279581,0.1449275362270601,0.14492753622591897,0.14492753622445806,0.14492753622257268,0.14492753622011872,0.1449275362168955,0.1449275362126203,0.1449275362068901,0.14492753619912246,0.1449275361884637,0.14492753617364307,sRNA
NZ_CP072646.1/1257991-1258036,0.14490166506559074,0.1449274698652837,0.1449275360328297,0.14492753622682947,0.14492753623097052,0.14492753623080526,0.14492753623060486,0.1449275362303607,0.14492753623006166,0.14492753622969348,0.14492753622923762,0.1449275362286698,0.1449275362279581,0.1449275362270601,0.14492753622591897,0.14492753622445806,0.14492753622257268,0.14492753622011872,0.1449275362168955,0.1449275362126203,0.1449275362068901,0.14492753619912246,0.1449275361884637,0.14492753617364307,sRNA
NZ_CP072646.1/223485-223530,0.14490132376319953,0.14492746703314643,0.14492753611418818,0.1449275362182736,0.14492753623097052,0.14492753623080526,0.14492753623060486,0.1449275362303607,0.14492753623006166,0.14492753622969348,0.14492753622923762,0.1449275362286698,0.1449275362279581,0.1449275362270601,0.14492753622591897,0.14492753622445806,0.14492753622257268,0.14492753622011872,0.1449275362168955,0.1449275362126203,0.1449275362068901,0.14492753619912246,0.1449275361884637,0.14492753617364307,sRNA
NZ_CP072646.1/2467608-2467563,0.14490981000849915,0.14492747107895107,0.14492753611775566,0.14492753622682947,0.14492753623097052,0.14492753623080526,0.14492753623060486,0.1449275362303607,0.14492753623006166,0.14492753622969348,0.14492753622923762,0.1449275362286698,0.1449275362279581,0.1449275362270601,0.14492753622591897,0.14492753622445806,0.14492753622257268,0.14492753622011872,0.1449275362168955,0.1449275362126203,0.1449275362068901,0.14492753619912246,0.1449275361884637,0.14492753617364307,sRNA
NZ_CP072646.1/230495-230540,0.144905222638588,0.14492751193384157,0.14492753611775566,0.14492753622682947,0.14492753623097052,0.14492753623080526,0.14492753623060486,0.1449275362303607,0.14492753623006166,0.14492753622969348,0.14492753622923762,0.1449275362286698,0.1449275362279581,0.1449275362270601,0.14492753622591897,0.14492753622445806,0.14492753622257268,0.14492753622011872,0.1449275362168955,0.1449275362126203,0.1449275362068901,0.14492753619912246,0.1449275361884637,0.14492753617364307,sRNA
NZ_CP072646.1/224062-224107,0.1449082644097323,0.14492745756812053,0.14492753602926223,0.14492753622255153,0.14492753623097052,0.14492753623080526,0.14492753623060486,0.1449275362303607,0.14492753623006166,0.14492753622969348,0.14492753622923762,0.1449275362286698,0.1449275362279581,0.1449275362270601,0.14492753622591897,0.14492753622445806,0.14492753622257268,0.14492753622011872,0.1449275362168955,0.1449275362126203,0.1449275362068901,0.14492753619912246,0.1449275361884637,0.14492753617364307,sRNA
NZ_CP072646.1/2454524-2454479,0.14488763509491578,0.14492709051180558,0.1449275351700148,0.14492753621399562,0.14492753622581864,0.14492753623080526,0.14492753623060486,0.1449275362303607,0.14492753623006166,0.14492753622969348,0.14492753622923762,0.1449275362286698,0.1449275362279581,0.1449275362270601,0.14492753622591897,0.14492753622445806,0.14492753622257268,0.14492753622011872,0.1449275362168955,0.1449275362126203,0.1449275362068901,0.14492753619912246,0.1449275361884637,0.14492753617364307,sRNA
