nameseq,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,label
NZ_CP072646.1/2454700-2454655,0.6577513260140018,0.7797692727844344,0.8152812728518282,0.822545895432914,0.8239378396377016,0.8236621831859452,0.823371328127187,0.8230640242459895,0.8227388827885391,0.8223943569410103,0.8220287189367919,0.8216400330971728,0.8212261239418877,0.8207845382907089,0.8203124999999999,0.8198068556183195,0.8192640087746633,0.8186798404926587,0.8180496117992656,0.8173678438897596,0.8166281696109406,0.8158231479706415,0.814944030537347,0.8139804646070935,sRNA
NZ_CP072646.1/1259459-1259504,0.6671252596347227,0.7899987057939045,0.8174635141701073,0.822545895432914,0.8239378396377016,0.8236621831859452,0.823371328127187,0.8230640242459895,0.8227388827885391,0.8223943569410103,0.8220287189367919,0.8216400330971728,0.8212261239418877,0.8207845382907089,0.8203124999999999,0.8198068556183195,0.8192640087746633,0.8186798404926587,0.8180496117992656,0.8173678438897596,0.8166281696109406,0.8158231479706415,0.814944030537347,0.8139804646070935,sRNA
NZ_CP072646.1/1259581-1259536,0.6640335273608406,0.7944532563286892,0.8207800104004609,0.823097072246321,0.8239378396377016,0.8236621831859452,0.823371328127187,0.8230640242459895,0.8227388827885391,0.8223943569410103,0.8220287189367919,0.8216400330971728,0.8212261239418877,0.8207845382907089,0.8203124999999999,0.8198068556183195,0.8192640087746633,0.8186798404926587,0.8180496117992656,0.8173678438897596,0.8166281696109406,0.8158231479706415,0.814944030537347,0.8139804646070935,sRNA
NZ_CP072646.1/2349607-2349652,0.6671252596347227,0.7924604513414508,0.8196457554883865,0.823097072246321,0.8239378396377016,0.8236621831859452,0.823371328127187,0.8230640242459895,0.8227388827885391,0.8223943569410103,0.8220287189367919,0.8216400330971728,0.8212261239418877,0.8207845382907089,0.8203124999999999,0.8198068556183195,0.8192640087746633,0.8186798404926587,0.8180496117992656,0.8173678438897596,0.8166281696109406,0.8158231479706415,0.814944030537347,0.8139804646070935,sRNA
NZ_CP072646.1/1257991-1258036,0.6626041616308372,0.7904471103842341,0.8179875073732097,0.8236482490597281,0.8239378396377016,0.8236621831859452,0.823371328127187,0.8230640242459895,0.8227388827885391,0.8223943569410103,0.8220287189367919,0.8216400330971728,0.8212261239418877,0.8207845382907089,0.8203124999999999,0.8198068556183195,0.8192640087746633,0.8186798404926587,0.8180496117992656,0.8173678438897596,0.8166281696109406,0.8158231479706415,0.814944030537347,0.8139804646070935,sRNA
NZ_CP072646.1/223485-223530,0.6656090157969653,0.7892794319473784,0.8185977690821817,0.822545895432914,0.8239378396377016,0.8236621831859452,0.823371328127187,0.8230640242459895,0.8227388827885391,0.8223943569410103,0.8220287189367919,0.8216400330971728,0.8212261239418877,0.8207845382907089,0.8203124999999999,0.8198068556183195,0.8192640087746633,0.8186798404926587,0.8180496117992656,0.8173678438897596,0.8166281696109406,0.8158231479706415,0.814944030537347,0.8139804646070935,sRNA
NZ_CP072646.1/2467608-2467563,0.6703276920308092,0.7917914897198616,0.8191217622852841,0.8236482490597281,0.8239378396377016,0.8236621831859452,0.823371328127187,0.8230640242459895,0.8227388827885391,0.8223943569410103,0.8220287189367919,0.8216400330971728,0.8212261239418877,0.8207845382907089,0.8203124999999999,0.8198068556183195,0.8192640087746633,0.8186798404926587,0.8180496117992656,0.8173678438897596,0.8166281696109406,0.8158231479706415,0.814944030537347,0.8139804646070935,sRNA
NZ_CP072646.1/230495-230540,0.6642062060827009,0.7931727259613506,0.8191217622852841,0.8236482490597281,0.8239378396377016,0.8236621831859452,0.823371328127187,0.8230640242459895,0.8227388827885391,0.8223943569410103,0.8220287189367919,0.8216400330971728,0.8212261239418877,0.8207845382907089,0.8203124999999999,0.8198068556183195,0.8192640087746633,0.8186798404926587,0.8180496117992656,0.8173678438897596,0.8166281696109406,0.8158231479706415,0.814944030537347,0.8139804646070935,sRNA
NZ_CP072646.1/224062-224107,0.6680305650231325,0.7892108616056566,0.8174635141701073,0.823097072246321,0.8239378396377016,0.8236621831859452,0.823371328127187,0.8230640242459895,0.8227388827885391,0.8223943569410103,0.8220287189367919,0.8216400330971728,0.8212261239418877,0.8207845382907089,0.8203124999999999,0.8198068556183195,0.8192640087746633,0.8186798404926587,0.8180496117992656,0.8173678438897596,0.8166281696109406,0.8158231479706415,0.814944030537347,0.8139804646070935,sRNA
NZ_CP072646.1/2454524-2454479,0.6593268144501264,0.7797692727844344,0.8140078872421694,0.8219947186195069,0.8233573785610596,0.8236621831859452,0.823371328127187,0.8230640242459895,0.8227388827885391,0.8223943569410103,0.8220287189367919,0.8216400330971728,0.8212261239418877,0.8207845382907089,0.8203124999999999,0.8198068556183195,0.8192640087746633,0.8186798404926587,0.8180496117992656,0.8173678438897596,0.8166281696109406,0.8158231479706415,0.814944030537347,0.8139804646070935,sRNA
NZ_CP072646.1/2349938-2349893,0.6656090157969653,0.7893297441723153,0.8191217622852841,0.823097072246321,0.8239378396377016,0.8236621831859452,0.823371328127187,0.8230640242459895,0.8227388827885391,0.8223943569410103,0.8220287189367919,0.8216400330971728,0.8212261239418877,0.8207845382907089,0.8203124999999999,0.8198068556183195,0.8192640087746633,0.8186798404926587,0.8180496117992656,0.8173678438897596,0.8166281696109406,0.8158231479706415,0.814944030537347,0.8139804646070935,sRNA
NZ_CP072646.1/2453489-2453534,0.671093813166377,0.7958172030438443,0.8206937418945912,0.8236482490597281,0.8239378396377016,0.8236621831859452,0.823371328127187,0.8230640242459895,0.8227388827885391,0.8223943569410103,0.8220287189367919,0.8216400330971728,0.8212261239418877,0.8207845382907089,0.8203124999999999,0.8198068556183195,0.8192640087746633,0.8186798404926587,0.8180496117992656,0.8173678438897596,0.8166281696109406,0.8158231479706415,0.814944030537347,0.8139804646070935,sRNA
