nameseq,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,label
NZ_CP072646.1/2454700-2454655,0.499936351665765,0.5449243316221596,0.5536130048838821,0.5546972469315481,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,0.5535894021943344,sRNA
NZ_CP072646.1/1259459-1259504,0.5050385973746014,0.5482683264223617,0.5539416132137522,0.5546972469315481,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,0.5535894021943344,sRNA
NZ_CP072646.1/1259581-1259536,0.5034167933028455,0.5495130518458847,0.5544608050636232,0.5547708478070543,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,0.5535894021943344,sRNA
NZ_CP072646.1/2349607-2349652,0.5050385973746014,0.5488541140224245,0.5542702215436224,0.5547708478070543,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,0.5535894021943344,sRNA
NZ_CP072646.1/1257991-1258036,0.5028522069251727,0.5482890860226565,0.5540106256186869,0.5548444486825606,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,0.5535894021943344,sRNA
NZ_CP072646.1/223485-223530,0.5042895932822804,0.5480250100656033,0.554132196733753,0.5546972469315481,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,0.5535894021943344,sRNA
NZ_CP072646.1/2467608-2467563,0.5069037215622308,0.5486548417377146,0.5542012091386878,0.5548444486825606,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,0.5535894021943344,sRNA
NZ_CP072646.1/230495-230540,0.5037852492187358,0.5491606043972957,0.5542012091386878,0.5548444486825606,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,0.5535894021943344,sRNA
NZ_CP072646.1/224062-224107,0.5057335038970531,0.5479449208512659,0.5539416132137522,0.5547708478070543,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,0.5535894021943344,sRNA
NZ_CP072646.1/2454524-2454479,0.5008091516451999,0.5449243316221596,0.5533229580999603,0.5546236460560418,0.5548118546645979,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,0.5535894021943344,sRNA
NZ_CP072646.1/2349938-2349893,0.5042895932822804,0.5480690541376518,0.5542012091386878,0.5547708478070543,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,0.5535894021943344,sRNA
NZ_CP072646.1/2453489-2453534,0.5072940032206421,0.5498838335502138,0.5544082463534918,0.5548444486825606,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,0.5535894021943344,sRNA
NZ_CP072646.1/456485-456530,0.5057335038970531,0.548344808706944,0.5541486504285563,0.5548444486825606,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,0.5535894021943344,sRNA
NZ_CP072646.1/232805-232759,0.5042333611234703,0.5452229640407746,0.553702967719994,0.5545988298734926,0.5547708478070543,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,sRNA
NZ_CP072646.1/457149-457104,0.5052819174904749,0.5489405725122912,0.5543392339485571,0.5548444486825606,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,0.5535894021943344,sRNA
NZ_CP072646.1/1258728-1258683,0.5042863840579648,0.5485100131248899,0.5539941719238836,0.5546236460560418,0.5548118546645979,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,0.5535894021943344,sRNA
NZ_CP072646.1/1258264-1258219,0.506030921582796,0.5496422111215415,0.5542537678488191,0.5546972469315481,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,0.5535894021943344,sRNA
NZ_CP072646.1/1259069-1259115,0.50493859329689,0.5485227147721047,0.5541411431628114,0.5548058670882967,0.5549180495580669,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,sRNA
NZ_CP072646.1/2446203-2446248,0.5037755157367553,0.5485100131248899,0.5539941719238836,0.5546236460560418,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,0.5535894021943344,sRNA
NZ_CP072646.1/223316-223361,0.5034167933028455,0.5479519241160619,0.5541157430389497,0.5546236460560418,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,0.5540823182099286,0.55397875970445,0.5538634187211415,0.5537343990908663,0.5535894021943344,sRNA
NZ_CP072647.1/651655-651733,0.48387367269825216,0.5459988974792125,0.553810414234795,0.5549526942692451,0.5552438228833155,0.5552834172101409,0.5553096624530097,0.5553034810051173,0.5552970544128695,0.5552903692928086,0.5552834113250997,0.555276165173198,0.5552686143953147,0.5552607413467082,0.5552525270716895,0.5552439511840829,0.5552349917347046,0.5552256250642125,0.5552158256394466,0.5552055658711009,0.5551948159102387,0.55518354342079,0.5551717133247215,0.555159287516043,sRNA
NC_019693.1/878317-878253,0.4972986237574868,0.5484522378559149,0.5535632098447665,0.5549350284094037,0.555132880226669,0.5551766076983228,0.5551948159102387,0.55518354342079,0.5551717133247215,0.555159287516043,0.5551462245392041,0.5551324792266951,0.5551180022898073,0.5551027398554728,0.5550866329408716,0.5550696168560253,0.5550516205228185,0.5550325656967604,0.5550123660752064,0.5549909262726289,0.5549681406396877,0.5549438918981661,0.5549180495580669,0.5548904680760371,sRNA
NC_019693.1/5357439-5357371,0.5014389134960816,0.5499160399182743,0.5545191794848533,0.5551276888933498,0.5552293831336762,0.5552439511840829,0.5552349917347046,0.5552256250642125,0.5552158256394466,0.5552055658711009,0.5551948159102387,0.55518354342079,0.5551717133247215,0.555159287516043,0.5551462245392041,0.5551324792266951,0.5551180022898073,0.5551027398554728,0.5550866329408716,0.5550696168560253,0.5550516205228185,0.5550325656967604,0.5550123660752064,0.5549909262726289,sRNA
NC_019693.1/6963540-6963591,0.5005861649306738,0.547053382239658,0.5531625215257702,0.5545021785757904,0.5549243851462692,0.5550123660752064,0.5549909262726289,0.5549681406396877,0.5549438918981661,0.5549180495580669,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,sRNA
NC_019693.1/5592783-5592838,0.5088390546021084,0.5495280404749634,0.5541707655702447,0.5547589110368764,0.5550162798438557,0.5550866329408716,0.5550696168560253,0.5550516205228185,0.5550325656967604,0.5550123660752064,0.5549909262726289,0.5549681406396877,0.5549438918981661,0.5549180495580669,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,sRNA
NC_019693.1/5593548-5593600,0.4873975216950653,0.5408976000458344,0.5503588991389533,0.5535161692733996,0.554593935103408,0.5548291006089159,0.5549549913453328,0.5549909262726289,0.5549681406396877,0.5549438918981661,0.5549180495580669,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,sRNA
NC_019693.1/6991495-6991545,0.4989968109285521,0.5465402004506227,0.5530625467120581,0.5540458378704404,0.554498035788176,0.5547617110607636,0.5549033369673445,0.5549438918981661,0.5549180495580669,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,0.5541756700955001,sRNA
NC_019693.1/915780-915831,0.5053012824271834,0.5471892257280899,0.5530447368824213,0.5542365440537743,0.5547209200584248,0.5549549913453328,0.5549909262726289,0.5549681406396877,0.5549438918981661,0.5549180495580669,0.5548904680760371,0.5548609847054413,0.5548294169773672,0.5547955597380152,0.5547591816504764,0.5547200210467989,0.554677780988049,0.5546321233539047,0.5545826617365918,0.5545289528532367,0.5544704861111112,0.5544066708552061,0.5543368206877564,0.5542601340616631,sRNA
